feature,significant,occurrences,auc,weight/importance,wt_low,wt_high,OR,OR_low,OR_high,OR_adj,OR_adj_low,OR_adj_high,Top1CorrFeat,Top1CorrVal,Top2CorrFeat,Top2CorrVal,Top3CorrFeat,Top3CorrVal,Top4CorrFeat,Top4CorrVal,Top5CorrFeat,Top5CorrVal,Top6CorrFeat,Top6CorrVal,Top7CorrFeat,Top7CorrVal,Top8CorrFeat,Top8CorrVal,Top9CorrFeat,Top9CorrVal,Top10CorrFeat,Top10CorrVal
Vital: HR-avg1to3,False,265,0.4989847028563692,-0.00031683546317002925,-0.0009347201819187395,0.000301049255578681,0.9012352006560402,0.5853550768557932,1.387576394253485,0.9996832147238849,0.9990657165329112,1.0003010945754536,Diagnosis:9ccs230:Fx leg,-0.13464229389061438,Diagnosis:9ccs7:Viral infect,0.10370504021462314,Diagnosis:9ccs9:Sexual Infxs,0.10069315016454417,Newborn Diagnosis:9ccs191:Amnios dx,0.09024139456424857,Newborn Diagnosis:9ccs47:Ot bnign neo,0.08107704060502938,Diagnosis:9ccs125:Bronchitis,0.07594112673810395,Diagnosis:9ccs145:Int obstruct,-0.0714869148926386,Diagnosis:9ccs63:Wht blood dx,0.06906934073430152,Diagnosis:9ccs122:Pneumonia,0.06533161725922002,Diagnosis:9ccs147:Anal/rectal,-0.06496344574494783
Vital: Ht-gain0to3,False,1419,0.5056405396868372,-0.00030974378160337156,-0.0009137984775811848,0.0002943109143744417,1.1558823529411764,0.9092452078648542,1.469421012378232,0.9996903041840492,0.9990866189091022,1.0002943542280807,Newborn Diagnosis:9ccs106:Dysrhythmia,0.0800210566395709,Diagnosis:9ccs86:Cataract,0.07800525656547556,Diagnosis:9ccs8:Oth infectns,0.07219471171945524,Newborn Diagnosis:9ccs58:Ot nutrit dx,0.06893415623204707,Diagnosis:9ccs2:Septicemia,0.0668789339422013,Diagnosis:9ccs216:Nerv cong an,-0.06070435857642236,Diagnosis:9ccs44:Neoplsm unsp,0.06044485763163599,Diagnosis:9ccs245:Syncope,-0.05478828670590348,Diagnosis:9ccs106:Dysrhythmia,-0.05337298931261552,Diagnosis:9ccs140:Gastritis,0.05232487809723583
Diagnosis:9ccs58:Ot nutrit dx,True,162,0.5163575650918281,0.00029562674796788685,-0.0002808972566215491,0.0008721507525573228,1.9535816133495214,1.3808001926709277,2.763963345511252,1.0002956704498613,0.9997191421913192,1.0008725311866156,Diagnosis:9ccs58:Ot nutrit dx,0.9999999999999998,Number of Visits,0.16804724134166354,Diagnosis:9ccs155:Other GI dx,0.1332892289775965,Diagnosis:9ccs52:Nutrit defic,0.12974611259443322,Diagnosis:9ccs232:Sprain,0.1059069678982909,Diagnosis:9ccs239:Superfic inj,0.09265823064539937,Diagnosis:9ccs133:Oth low resp,0.08779172631832854,Diagnosis:9ccs200:Oth skin dx,0.08731708778260078,Lab:297262 HEMOGLOBIN (HEMOCUE),-0.08712493212903111,Diagnosis:9ccs257:Ot aftercare,0.08149449867892102
Vital: Ht Percentile-gain7to13,True,690,0.5761021614548079,0.00029198109086201916,-0.0002774332430075567,0.000861395424731595,1.4793559700302885,1.109778390878059,1.9720100013235207,1.0002920237214898,0.9997226052380359,1.0008617665323196,Lab:294048 STOOL CULTURE - LMC,0.09383986577159481,Diagnosis:9ccs229:Fx arm,0.08585622529139049,Lab:292495 LEAD LEVEL - Sunrise,-0.08005485357359511,Newborn Diagnosis:9ccs136:Teeth dx,-0.0794449966910708,Diagnosis:9ccs231:Oth fracture,0.078763140763108,Diagnosis:9ccs230:Fx leg,0.0730661163940816,Newborn Diagnosis:9ccs220:Birth asphyx,-0.06423352627614226,Diagnosis:9ccs62:Coag/hemr dx,-0.05364817885051401,Diagnosis:9ccs151:Oth liver dx,-0.051351539565472455,Diagnosis:9ccs258:Other screen,-0.05125446158826417
Vital: Wt for Length ZScore-gain1to5,False,1421,0.4810252244934795,0.0002662390467813526,-0.00014051983539836564,0.0006729979289610709,1.0221289006470533,0.8120158024695949,1.2866098004011113,1.0002662744915418,0.9998594900370513,1.0006732244428789,Newborn Diagnosis:9ccs91:Other eye dx,0.09069848837386363,Diagnosis:9ccs198:Ot infl skin,-0.0807850508321489,Newborn Diagnosis:9ccs221:Resp distres,0.08053172636271275,Newborn Diagnosis:9ccs219:Low birth wt,0.07992856767326584,Newborn Diagnosis:9ccs96:Hrt valve dx,-0.07921900886412245,Diagnosis:9ccs59:Anemia,0.07646879374192524,Lab:306605 BILIRUBIN DIRECT - Sunrise,0.07292927392005055,Diagnosis:9ccs154:Gastroent,-0.07118473176083481,Number of Visits,-0.06574155968675859,Diagnosis:9ccs129:Asp pneumon,-0.06554229323742
Vital: Wt for Length ZScore-avg0to1,False,1343,0.5537656242949325,0.00026295367581082946,-0.00011275314546688609,0.000638660497088545,1.1767742156753467,0.9353879627718468,1.480452614094733,1.0002629882511591,0.9998872532109301,1.0006388644841278,Newborn Diagnosis:9ccs219:Low birth wt,-0.09823194368868583,Diagnosis:9ccs151:Oth liver dx,-0.08072732251788142,Diagnosis:9ccs216:Nerv cong an,-0.07443012027213072,Diagnosis:9ccs122:Pneumonia,0.07362848568882906,Diagnosis:9ccs198:Ot infl skin,0.06803826576689696,Diagnosis:9ccs145:Int obstruct,0.06593668576302378,Newborn Diagnosis:9ccs91:Other eye dx,-0.06452580241207655,Diagnosis:9ccs217:Ot cong anom,-0.06136687279845394,Diagnosis:9ccs72:Anxiety dx,-0.05768298501129775,Diagnosis:9ccs219:Low birth wt,-0.05631769350307759
Vital: HC-avg7to10,True,1119,0.5631740444925771,0.0002607040012320841,-0.0002477145225854473,0.0007691225250496155,1.3862990041953316,1.102050926022067,1.7438621788286452,1.0002607379874735,0.9997523161561237,1.0007694183756224,Newborn Diagnosis:9ccs219:Low birth wt,-0.08425132918227439,Lab:297262 HEMOGLOBIN (HEMOCUE),0.08268601220725776,Diagnosis:9ccs232:Sprain,0.07360439976239061,Diagnosis:9ccs75:Hx mental dx,0.07261185816018659,Diagnosis:9ccs2603:E Codes: Fall,0.06976498621130872,Diagnosis:9ccs245:Syncope,-0.06901358595483803,Diagnosis:9ccs209:Ot acq defor,0.060716518894333785,Newborn Diagnosis:9ccs221:Resp distres,-0.058313551054092076,Newborn Diagnosis:9ccs58:Ot nutrit dx,-0.05704477516853533,Diagnosis:9ccs127:COPD,0.05480696787659975
Vital: Wt Percentile-gain3to7,False,491,0.536076891837011,0.0002541341188622142,-0.0002414719821295914,0.0007497402198540198,1.157001678165206,0.7945658577553335,1.684760136886359,1.000254166413673,0.9997585571698829,1.0007500213453053,Diagnosis:9ccs181:Ot preg comp,-0.13756086795412514,Newborn Diagnosis:9ccs220:Birth asphyx,0.09794733978299038,Diagnosis:9ccs213:Cardiac anom,0.0820854289013759,Diagnosis:9ccs154:Gastroent,-0.07910794115472806,Lab:294199 BILIRUBIN SCAN - LMC,0.07673224224853115,Diagnosis:9ccs2611:E Codes: Natural/environment,0.0751003652233496,Diagnosis:9ccs72:Anxiety dx,0.06983671344881479,Diagnosis:9ccs251:Abdomnl pain,0.05610724428597458,Diagnosis:9ccs125:Bronchitis,-0.055789600279197805,Diagnosis:9ccs151:Oth liver dx,-0.05563101129156045
Vital: Wt-avg13to16,True,1316,0.668178331302739,-0.00025370425726407256,-0.001294116479711822,0.000786707965183677,2.402593085106383,1.9080343948225849,3.025340396517196,0.9997463279229395,0.998706720527919,1.0007870175010611,Diagnosis:9ccs136:Teeth dx,-0.07782628414498746,Diagnosis:9ccs143:Abdom hernia,0.077187030556275,Diagnosis:9ccs147:Anal/rectal,0.0768100698708318,Lab:323825 STREP SCREEN THROAT - Sunrise,-0.07076389985492698,Newborn Diagnosis:9ccs191:Amnios dx,0.06984918528197456,Diagnosis:9ccs128:Asthma,0.06443495144316062,Diagnosis:9ccs2618:E Codes: Other specified and classifiable,0.06169883958868864,Diagnosis:9ccs120:Hemmorhoids,0.06169883958868864,Diagnosis:9ccs106:Dysrhythmia,0.06058678121831068,Diagnosis:9ccs138:Esophgeal dx,-0.060328491855328556
Vital: Wt-gain7to13,True,1496,0.5613239474752945,-0.0002523114434831195,-0.0008203027347482936,0.0003156798477820546,1.7007490107405314,1.3378168465691243,2.1621399109698234,0.9997477203843722,0.9991800336215624,1.0003157296799088,Lab:294205 TSH REFLEX TO FT4 - LMC,0.07842332623502303,Lab:292495 LEAD LEVEL - Sunrise,-0.07042797054883444,Diagnosis:9ccs59:Anemia,0.06772726651545755,Newborn Diagnosis:9ccs62:Coag/hemr dx,0.06538504009616498,Diagnosis:9ccs72:Anxiety dx,-0.06530986934277462,Diagnosis:9ccs86:Cataract,-0.06295816624918446,Diagnosis:9ccs257:Ot aftercare,-0.05361196738812035,Diagnosis:9ccs5:HIV infectn,0.052339330651178975,Diagnosis:9ccs133:Oth low resp,-0.051493353673883184,Diagnosis:9ccs10:Immuniz/scrn,-0.04964420018980384
Vital: Wt-avg7to10,True,1374,0.6182933983123504,0.00022870646864674027,-0.0004329897032371246,0.0008904026405306052,2.1123898684874294,1.6796536717943706,2.6566137004430144,1.0002287326239652,0.9995671040232764,1.0008907991666423,Newborn Diagnosis:9ccs219:Low birth wt,-0.08925841945264171,Diagnosis:9ccs128:Asthma,0.07272453256608415,Newborn Diagnosis:9ccs191:Amnios dx,0.07163251862762725,Diagnosis:9ccs138:Esophgeal dx,-0.07057338882425318,Diagnosis:9ccs95:Oth nerv dx,-0.06931635231646983,Diagnosis:9ccs219:Low birth wt,-0.06689199561536904,Diagnosis:9ccs137:Mouth dx,-0.06552455170834855,Diagnosis:9ccs162:Ot dx bladdr,0.05877909778092238,Newborn Diagnosis:9ccs138:Esophgeal dx,-0.058759980930136985,Diagnosis:9ccs155:Other GI dx,-0.05672727956426897
Vital: BMI-gain5to10,False,1471,0.5811786471729615,0.00021404863194033198,-0.00020338373949222675,0.0006314810033728907,1.1431055468614153,0.910360071025468,1.4353554520393499,1.0002140715419834,0.9997966369415784,1.0006316804294775,Newborn Diagnosis:9ccs0:No DX,0.06920294218139102,Lab:294205 TSH REFLEX TO FT4 - LMC,-0.06700569036878484,Diagnosis:9ccs181:Ot preg comp,0.06237547983297339,Newborn Diagnosis:9ccs162:Ot dx bladdr,0.05991608594034777,Diagnosis:10ccs238:Complic proc,-0.05848165850592426,Diagnosis:9ccs2604:E Codes: Fire/burn,-0.05848165850592426,Diagnosis:9ccs197:Skin infectn,-0.05730805226686516,Newborn Diagnosis:9ccs97:Carditis,-0.05699971603216263,Newborn Diagnosis:9ccs104:Oth heart dx,-0.05699971603216263,Newborn Diagnosis:9ccs239:Superfic inj,-0.05699971603216263
Vital: Ht-gain7to13,False,1476,0.5360768918370109,-0.00021236394303041943,-0.00046619424191085546,4.146635585001657e-05,1.1682993730407523,0.86381755783956,1.580106137760315,0.9997876586045956,0.9995339144097398,1.0000414672155913,Lab:292147 TSH - Sunrise,0.08368831067101509,Lab:294205 TSH REFLEX TO FT4 - LMC,0.06938311754591946,Diagnosis:9ccs86:Cataract,-0.06553988030768447,Lab:292495 LEAD LEVEL - Sunrise,-0.0631529754037018,Diagnosis:9ccs238:Complic proc,0.06303415380377485,Lab:306605 BILIRUBIN DIRECT - Sunrise,0.06281628822205759,Diagnosis:9ccs5:HIV infectn,0.05618159033102704,Newborn Diagnosis:9ccs62:Coag/hemr dx,0.05539289829665096,Diagnosis:9ccs197:Skin infectn,0.05498128016147569,Diagnosis:9ccs2604:E Codes: Fire/burn,0.052763924848730645
Vital: Wt Change-avg0to1,False,225,0.49002752583367176,-0.00021033991085974538,-0.0006205396257617884,0.00019985980404229765,0.84515824279641,0.517491453680535,1.3802980711787227,0.9997896822090284,0.9993796528691328,1.0001998797773435,Diagnosis:9ccs222:Perint jaund,-0.11891875028320262,Lab:323854 CULTURE FECES - Sunrise,0.10755820397538354,Diagnosis:9ccs2618:E Codes: Other specified and classifiable,0.10195297909816235,Diagnosis:9ccs120:Hemmorhoids,0.10195297909816235,Lab:294199 BILIRUBIN SCAN - LMC,-0.0899357048752161,Diagnosis:9ccs151:Oth liver dx,-0.08053149393726505,Newborn Diagnosis:9ccs136:Teeth dx,-0.07848045659288577,Diagnosis:9ccs224:Ot perint dx,-0.07751104978410757,Diagnosis:9ccs244:Other injury,0.06832310636950613,Diagnosis:9ccs127:COPD,0.060621824971502564
Vital: HC-avg19to24,True,933,0.6005369793781868,0.00019881783809640023,-0.00018891181421368714,0.0005865474904064875,1.5926846590909092,1.2468944532688537,2.03436980303623,1.0001988376036726,0.9998111060284995,1.0005867195430231,Diagnosis:9ccs62:Coag/hemr dx,0.08525995075064334,Diagnosis:9ccs214:GI cong anom,-0.08197749773835392,Diagnosis:9ccs229:Fx arm,0.07190611028193543,Newborn Diagnosis:9ccs62:Coag/hemr dx,0.06613007938356551,Diagnosis:9ccs245:Syncope,-0.06610935146704013,Diagnosis:9ccs61:Sickle cell,0.06542189088024573,Diagnosis:9ccs143:Abdom hernia,0.06373322671094811,Diagnosis:9ccs251:Abdomnl pain,-0.05632646638564906,Newborn Diagnosis:9ccs224:Ot perint dx,0.05580409738743884,Diagnosis:9ccs137:Mouth dx,-0.054417085204563405
Newborn Diagnosis:9ccs10:Immuniz/scrn,False,1654,0.4942240873606787,-0.00019535212147182808,-0.0005763230185579553,0.00018561877561429916,0.8522316821465429,0.5296268757298629,1.3713406047482684,0.9998046669585114,0.9994238430236534,1.0001856360038452,Newborn Diagnosis:9ccs10:Immuniz/scrn,1.0,Newborn Diagnosis:9ccs94:Other ear dx,0.39721085789630783,Newborn Diagnosis:9ccs0:No DX,-0.3571319257170789,Newborn Diagnosis:9ccs259:Unclassified,-0.24133869169679942,Newborn Diagnosis:9ccs219:Low birth wt,-0.20171900585350427,Newborn Diagnosis:9ccs221:Resp distres,-0.18263522719677217,Diagnosis:9ccs219:Low birth wt,-0.1219382725380023,Newborn Diagnosis:9ccs213:Cardiac anom,-0.11294025148029613,Newborn Diagnosis:9ccs256:Exam/eval,-0.1125391105724767,Newborn Diagnosis:9ccs222:Perint jaund,-0.11240546266135629
Vital: BMI-gain10to16,False,1482,0.4993005730788322,-0.00016972909416572006,-0.0008361343390294446,0.0004966761506980044,0.8768241424365978,0.6921830106010427,1.1107186466366543,0.9998302853090021,0.9991642151238809,1.0004967995147205,Number of Visits,0.06872599478883715,Diagnosis:9ccs214:GI cong anom,0.06154515821020133,Lab:292495 LEAD LEVEL - Sunrise,0.060087654478606325,Newborn Diagnosis:9ccs162:Ot dx bladdr,-0.058578387329097294,Newborn Diagnosis:9ccs58:Ot nutrit dx,-0.05827582114977732,Diagnosis:9ccs142:Appendicitis,-0.05524494269831358,Diagnosis:9ccs243:Poisn nonmed,-0.054772075794178816,Lab:294199 BILIRUBIN SCAN - LMC,-0.054065420075690984,Diagnosis:9ccs230:Fx leg,-0.05330434582405452,Diagnosis:9ccs58:Ot nutrit dx,0.052926980630010195
Vital: Wt for Length ZScore-gain13to19,False,1485,0.5068814584179414,0.0001644279693951343,-0.00011659441634415883,0.0004454503551344274,1.109124911956865,0.8838471360987867,1.3918222055378473,1.0001644414884145,0.9998834123805206,1.000445549582877,Newborn Diagnosis:9ccs58:Ot nutrit dx,-0.06333364590876417,Diagnosis:9ccs217:Ot cong anom,-0.06282766977454131,Newborn Diagnosis:9ccs223:Birth trauma,0.06247568364248315,Diagnosis:9ccs246:FUO,0.060560495555938655,Newborn Diagnosis:9ccs191:Amnios dx,-0.05640631460570017,Diagnosis:9ccs155:Other GI dx,0.05524985233096724,Lab:294199 BILIRUBIN SCAN - LMC,-0.05251537866649759,Diagnosis:9ccs10:Immuniz/scrn,-0.05060468821730897,Lab:306617 OCCULT BLOOD TEST (FECAL),0.049524784083774566,Diagnosis:9ccs230:Fx leg,-0.049116686859083845
Vital: Wt Percentile-gain10to16,False,742,0.48628220748161183,-0.0001634563406625747,-0.0004822248713929505,0.00015531219006780105,0.8951192712579308,0.667970687313004,1.1995114830568563,0.9998365570175972,0.9995178913803331,1.0001553242516303,Diagnosis:9ccs0:No DX,0.14685594560590168,Diagnosis:9ccs230:Fx leg,-0.09336388341944869,Diagnosis:9ccs105:Conduction,0.09135525044019528,Newborn Diagnosis:9ccs62:Coag/hemr dx,0.08373361602074539,Lab:292495 LEAD LEVEL - Sunrise,0.08253372730850173,Lab:294199 BILIRUBIN SCAN - LMC,-0.07487841415712908,Diagnosis:9ccs92:Otitis media,0.07014319793375376,Diagnosis:9ccs219:Low birth wt,0.063870105265652,Diagnosis:9ccs72:Anxiety dx,0.0637940870601927,Diagnosis:9ccs98:HTN,-0.06279742088406284
Vital: Wt for Len Percentile-gain7to13,False,1336,0.5017824105410406,-0.0001619827693528765,-0.00047787757759922526,0.00015391203889347224,1.0844527637084342,0.8588595839380669,1.369301593308722,0.9998380303491475,0.999522236587704,1.000153923883959,Newborn Diagnosis:9ccs62:Coag/hemr dx,0.07200694129113236,Lab:292495 LEAD LEVEL - Sunrise,-0.0715025150001978,Diagnosis:9ccs2604:E Codes: Fire/burn,0.06810836975150579,Diagnosis:10ccs238:Complic proc,0.06810836975150579,Diagnosis:9ccs56:Cystic fibro,0.06293254407636069,Lab:294205 TSH REFLEX TO FT4 - LMC,0.05878725435703404,Diagnosis:9ccs96:Hrt valve dx,0.053542954926497834,Diagnosis:9ccs72:Anxiety dx,-0.05125216846014037,Diagnosis:9ccs135:Intest infct,0.048648825564870775,Diagnosis:9ccs47:Ot bnign neo,-0.04577749609582614
Vital: HC-avg1to3,True,1235,0.5440638960335725,0.00016133701169455838,-0.00015329845586720454,0.00047597247925632133,1.3655053268067954,1.0823132320269193,1.7227958989707304,1.0001613500272102,0.9998467132937406,1.0004760857721309,Newborn Diagnosis:9ccs219:Low birth wt,-0.24540421424241535,Diagnosis:9ccs219:Low birth wt,-0.19135720001846585,Newborn Diagnosis:9ccs221:Resp distres,-0.11354181477248441,Lab:297262 HEMOGLOBIN (HEMOCUE),0.10152083935183019,Newborn Diagnosis:9ccs222:Perint jaund,-0.09443192098479519,Newborn Diagnosis:9ccs253:Allergy,-0.09040244937818309,Newborn Diagnosis:9ccs106:Dysrhythmia,-0.0869092047573456,Lab:294199 BILIRUBIN SCAN - LMC,-0.0768288441926198,Diagnosis:9ccs2603:E Codes: Fall,0.07452886092799602,Newborn Diagnosis:9ccs223:Birth trauma,0.06838138695587122
Vital: Wt-gain5to10,False,1472,0.5769820856459545,0.00015718596010374695,-0.00016817805724296357,0.00048254997745045746,1.1561976549413735,0.9220125911248509,1.4498641668884915,1.0001571983144641,0.9998318360838937,1.0004826664234203,Lab:294205 TSH REFLEX TO FT4 - LMC,-0.08037448552276089,Diagnosis:9ccs259:Unclassified,-0.07550243084546647,Diagnosis:9ccs181:Ot preg comp,0.06946574277690183,Newborn Diagnosis:9ccs0:No DX,0.06631254233797555,Newborn Diagnosis:9ccs162:Ot dx bladdr,0.0652560882524486,Lab:306605 BILIRUBIN DIRECT - Sunrise,-0.06426792521122256,Diagnosis:9ccs92:Otitis media,0.058534216407271515,Diagnosis:9ccs257:Ot aftercare,0.05849868973906292,Number of Visits,0.05813014374039444,Diagnosis:9ccs222:Perint jaund,-0.05419392987880815
Vital: Ht-avg0to1,True,1350,0.5744776860249989,0.00014871786899033952,-0.00014130805719422617,0.0004387437951749052,1.4126829268292682,1.124990819837825,1.7739460772156324,1.0001487289280409,0.999858701926319,1.0004388400573114,Newborn Diagnosis:9ccs219:Low birth wt,-0.3326776996460262,Diagnosis:9ccs219:Low birth wt,-0.28556090905809217,Newborn Diagnosis:9ccs253:Allergy,-0.13134124319226742,Newborn Diagnosis:9ccs221:Resp distres,-0.11968354831456686,Lab:297262 HEMOGLOBIN (HEMOCUE),0.11387625420538933,Newborn Diagnosis:9ccs222:Perint jaund,-0.11374111220865157,Newborn Diagnosis:9ccs256:Exam/eval,-0.10129851803710614,Newborn Diagnosis:9ccs10:Immuniz/scrn,0.08204398946681742,Lab:294203 BILIRUBIN TOTAL - LMC,-0.06828819264438811,Diagnosis:9ccs2611:E Codes: Natural/environment,0.06779146941737424
Vital: Ht-latest,True,1665,0.5551419159785208,-0.00014108340782048427,-0.0004162207958170049,0.00013405398017603634,1.3826951951951951,1.0784245169455868,1.7728139269596586,0.9998589265439755,0.9995838658120421,1.0001340629658124,Number of Visits,0.4160818962023953,Diagnosis:9ccs126:Ot up rsp in,0.3472964289638687,Diagnosis:9ccs10:Immuniz/scrn,0.28924597292968784,Diagnosis:9ccs92:Otitis media,0.28037531403746135,Diagnosis:9ccs7:Viral infect,0.18304702730545364,Diagnosis:9ccs257:Ot aftercare,0.18029281923548615,Diagnosis:9ccs135:Intest infct,0.1602062711711632,Diagnosis:9ccs125:Bronchitis,0.14025490411248165,Diagnosis:9ccs128:Asthma,0.12171009565962598,Diagnosis:9ccs90:Eye infectn,0.11755812571632418
Vital: Wt Percentile-gain1to5,True,424,0.4665854428951761,-0.00014052976257618088,-0.00041458744524981755,0.00013352792009745578,0.6220266040688576,0.4028963268558756,0.9603391006040211,0.9998594801112684,0.9995854984842496,1.000133536835347,Lab:321981 BILIRUBIN TOTAL - Sunrise,0.09591591754009994,Newborn Diagnosis:9ccs47:Ot bnign neo,0.09241916140297121,Lab:306854 PLATELET COUNT - Sunrise,-0.08931114395247752,Newborn Diagnosis:9ccs191:Amnios dx,0.06659034268196756,Diagnosis:9ccs106:Dysrhythmia,0.06322150856696922,Diagnosis:9ccs126:Ot up rsp in,0.06081913084351561,Newborn Diagnosis:9ccs218:Liveborn,-0.05928189162488927,Diagnosis:9ccs212:Ot bone dx,-0.05590912156556272,Diagnosis:9ccs242:Poisn ot med,0.05418757587489414,Number of Visits,0.05388811280963481
Vital: Ht Percentile-gain16to24,False,975,0.5489373223229999,-0.00013829651135173013,-0.0004079989624773936,0.00013140593977393336,1.1470420264050794,0.8821180409859105,1.4915298737898568,0.99986171305117,0.999592084257781,1.0001314145739126,Number of Visits,-0.08831638962311987,Diagnosis:9ccs259:Unclassified,-0.08489514404499292,Diagnosis:9ccs59:Anemia,-0.07672631096680964,Diagnosis:9ccs181:Ot preg comp,0.056320433339160765,Diagnosis:9ccs257:Ot aftercare,-0.05544605154015621,Diagnosis:9ccs133:Oth low resp,-0.05500409914025251,Diagnosis:9ccs143:Abdom hernia,-0.054064460159042704,Diagnosis:9ccs127:COPD,-0.0521333276428692,Lab:297280 GLUCOSE REAGENT STRIP,-0.05188411991651553,Diagnosis:9ccs2603:E Codes: Fall,-0.049965898077546006
Vital: Wt Percentile-gain5to10,False,574,0.5242543206534002,-0.00013377555520365013,-0.00039466134897005596,0.0001271102385627557,0.8216332378223495,0.5631917480865483,1.1986702216217395,0.9998662333923469,0.9996054165195759,1.0001271183174114,Diagnosis:9ccs61:Sickle cell,-0.10311470698784228,Diagnosis:9ccs92:Otitis media,0.09061536563050593,Lab:306605 BILIRUBIN DIRECT - Sunrise,-0.08575844130876582,Diagnosis:9ccs125:Bronchitis,0.0776636384163979,Lab:292147 TSH - Sunrise,-0.07373445810754055,Diagnosis:9ccs98:HTN,0.06809710532152118,Lab:295490 17 HYDROXYPROGESTERONE - LMC,-0.06126120418440989,Lab:292405 17-HYDROXYPROGESTERONE - Sunrise,0.06126120418440989,Diagnosis:9ccs257:Ot aftercare,0.05904820199359543,Newborn Diagnosis:9ccs95:Oth nerv dx,0.05780074170199861
Vital: Wt for Length ZScore-gain5to10,False,1486,0.5196516402689408,0.00013274100670226564,-0.00012612723605070865,0.0003916092494552399,1.0878853697280124,0.8659021633603269,1.3667763261792059,1.0001327498171795,0.9998738807176547,1.0003916859383677,Diagnosis:9ccs123:Influenza,0.0947323011918851,Newborn Diagnosis:9ccs166:Oth male gen,-0.07761393570090386,Lab:306854 PLATELET COUNT - Sunrise,0.07438765735255518,Newborn Diagnosis:9ccs216:Nerv cong an,-0.05952767177129473,Lab:292495 LEAD LEVEL - Sunrise,0.059333392783520816,Newborn Diagnosis:9ccs218:Liveborn,0.05712351585332575,Diagnosis:9ccs2604:E Codes: Fire/burn,0.05599006037379814,Diagnosis:10ccs238:Complic proc,0.05599006037379814,Diagnosis:9ccs211:Ot conn tiss,0.05263664877577074,Newborn Diagnosis:9ccs104:Oth heart dx,-0.05191176308079897
Vital: Ht Percentile-gain3to7,False,514,0.5092279229276657,0.00012523237103721037,-0.00011399395546409549,0.0003644586975385162,0.9672619047619048,0.6915114618035331,1.3529719232180164,1.000125240212938,0.9998860125415999,1.000364525120679,Newborn Diagnosis:9ccs166:Oth male gen,0.09447876291161345,Lab:294199 BILIRUBIN SCAN - LMC,0.09385439953434023,Diagnosis:9ccs154:Gastroent,-0.07592524381838657,Diagnosis:9ccs48:Thyroid dsor,-0.06972334882241614,Diagnosis:9ccs83:Epilepsy/cnv,0.05764028438973025,Diagnosis:9ccs200:Oth skin dx,-0.05161500550829177,Diagnosis:9ccs64:Ot hematl dx,0.051475108044759486,Diagnosis:9ccs215:gu cong anom,-0.05042964733880913,Lab:306605 BILIRUBIN DIRECT - Sunrise,-0.049209071214470074,Diagnosis:9ccs141:Ot dx stomch,-0.048146742056325444
Vital: HC-gain1to5,False,1371,0.44488064618022655,0.00011805069258885595,-0.0016176834840721246,0.0018537848692498366,0.8906923185385953,0.704020982711147,1.1268596047358939,1.0001180576608462,0.9983836242605878,1.0018555041906738,Number of Visits,0.1132618140305246,Diagnosis:9ccs126:Ot up rsp in,0.09710428158819284,Diagnosis:9ccs125:Bronchitis,0.08623146854848937,Diagnosis:9ccs124:Tonsillitis,0.0747944616291141,Newborn Diagnosis:9ccs47:Ot bnign neo,-0.06977306972038398,Diagnosis:9ccs151:Oth liver dx,-0.06734545929275099,Diagnosis:9ccs74:Ot mentl cnd,0.06467809006095686,Diagnosis:9ccs92:Otitis media,0.0582113612489625,Diagnosis:9ccs154:Gastroent,-0.057962478761488204,Diagnosis:9ccs94:Other ear dx,0.05668554505226866
Vital: Wt Percentile-avg5to7,True,462,0.5329181896123821,0.00011523851850083834,-0.00010949680273022299,0.00033997383973189966,1.5756063026430438,1.167322762130697,2.126691350040282,1.000115245158714,0.9998905091918259,1.0003400316373874,Newborn Diagnosis:9ccs191:Amnios dx,0.10056207357054596,Newborn Diagnosis:9ccs217:Ot cong anom,0.09774859585137227,Lab:323825 STREP SCREEN THROAT - Sunrise,-0.09236965144169497,Lab:323854 CULTURE FECES - Sunrise,0.08480836583942779,Diagnosis:9ccs205:Back problem,0.08262755766992053,Diagnosis:9ccs138:Esophgeal dx,-0.08111735463840482,Newborn Diagnosis:9ccs47:Ot bnign neo,0.07949638011601885,Newborn Diagnosis:9ccs97:Carditis,-0.07832004075535953,Newborn Diagnosis:9ccs104:Oth heart dx,-0.07832004075535953,Newborn Diagnosis:9ccs239:Superfic inj,-0.07832004075535953
Vital: Wt Change-avg19to24,True,879,0.5628356121113669,-0.00010431803729143228,-0.00030775650496587864,9.912043038301407e-05,1.672972736039274,1.2524143728614452,2.2347537972884397,0.9998956874036459,0.9996922908472096,1.0000991253429752,Number of Visits,-0.19080335793513653,Diagnosis:9ccs120:Hemmorhoids,0.1522894369681497,Diagnosis:9ccs2618:E Codes: Other specified and classifiable,0.1522894369681497,Diagnosis:9ccs92:Otitis media,-0.14519718060912384,Diagnosis:9ccs257:Ot aftercare,-0.12451188645299008,Diagnosis:9ccs126:Ot up rsp in,-0.11180028054494427,Diagnosis:9ccs7:Viral infect,-0.11130948448557035,Diagnosis:9ccs135:Intest infct,-0.09308593176609968,Diagnosis:9ccs6:Hepatitis,0.08764345827785218,Diagnosis:9ccs125:Bronchitis,-0.08674853975016167
